Order_ID,Order_Date,Customer_ID,Customer_Name,State,City,Category,Sub_Category,Product,Unit_Price,Quantity,Discount,Sales,Profit
ORD00014,2024-07-08,CUST0225,Customer 283,Delhi,New Delhi,Office Supplies,Storage,Storage Model 2,3000,4,0.1,10800.0,1696.64
ORD00015,2024-08-21,CUST0172,Customer 152,Delhi,New Delhi,Office Supplies,Paper,Paper Model 3,500,6,0.1,2700.0,349.96
ORD00016,2025-03-17,CUST0052,Customer 268,Tamil Nadu,Coimbatore,Technology,Printers,Printers Model 1,22000,1,0.0,22000.0,3728.65
ORD00017,2024-08-12,CUST0126,Customer 130,Maharashtra,Pune,Office Supplies,Paper,Paper Model 1,800,1,0.05,760.0,145.08
ORD00018,2024-05-02,CUST0255,Customer 294,Gujarat,Surat,Office Supplies,Storage,Storage Model 3,5000,7,0.15,29750.0,4347.15
ORD00019,2025-10-21,CUST0252,Customer 147,Maharashtra,Nashik,Office Supplies,Binders,Binders Model 3,550,1,0.05,522.5,125.84
ORD00020,2025-10-02,CUST0267,Customer 151,Maharashtra,Nagpur,Technology,Laptops,Laptops Model 4,85000,7,0.25,446250.0,19868.96
ORD00021,2024-06-08,CUST0009,Customer 233,Gujarat,Surat,Technology,Printers,Printers Model 4,11000,1,0.1,9900.0,1253.05
ORD00022,2025-08-09,CUST0113,Customer 104,Maharashtra,Nashik,Office Supplies,Storage,Storage Model 4,1500,1,0.15,1275.0,191.3
ORD00023,2024-06-11,CUST0208,Customer 169,Gujarat,Vadodara,Furniture,Chairs,Chairs Model 3,2500,5,0.05,11875.0,1412.24
ORD00024,2025-10-01,CUST0033,Customer 176,Uttar Pradesh,Prayagraj,Technology,Laptops,Laptops Model 4,85000,7,0.15,505750.0,24850.4
ORD00025,2024-01-27,CUST0226,Customer 277,Uttar Pradesh,Kanpur,Furniture,Tables,Tables Model 2,8000,6,0.25,36000.0,1269.46
ORD00026,2024-07-10,CUST0049,Customer 17,Gujarat,Vadodara,Furniture,Chairs,Chairs Model 4,2500,3,0.1,6750.0,636.23
ORD00027,2024-06-29,CUST0095,Customer 99,Tamil Nadu,Coimbatore,Office Supplies,Paper,Paper Model 2,500,4,0.0,2000.0,433.79
ORD00028,2024-05-07,CUST0018,Customer 281,Tamil Nadu,Coimbatore,Technology,Laptops,Laptops Model 4,70000,1,0.05,66500.0,11372.07
ORD00029,2024-04-13,CUST0299,Customer 246,Delhi,New Delhi,Office Supplies,Pens,Pens Model 4,100,2,0.15,170.0,27.87
ORD00030,2025-05-20,CUST0036,Customer 173,Maharashtra,Mumbai,Technology,Mobiles,Mobiles Model 3,18000,1,0.15,15300.0,1511.4
ORD00031,2025-11-28,CUST0063,Customer 190,Uttar Pradesh,Prayagraj,Office Supplies,Pens,Pens Model 4,100,2,0.1,180.0,24.3
ORD00032,2025-03-19,CUST0101,Customer 264,Maharashtra,Pune,Office Supplies,Paper,Paper Model 4,350,6,0.05,1995.0,443.96
ORD00033,2025-10-17,CUST0269,Customer 124,West Bengal,Durgapur,Office Supplies,Pens,Pens Model 4,100,5,0.05,475.0,111.19
ORD00034,2025-04-18,CUST0117,Customer 279,Rajasthan,Udaipur,Office Supplies,Pens,Pens Model 3,350,2,0.0,700.0,141.06
ORD00035,2025-08-23,CUST0237,Customer 272,Delhi,New Delhi,Office Supplies,Paper,Paper Model 2,350,1,0.1,315.0,49.46
ORD00036,2025-03-10,CUST0086,Customer 185,Gujarat,Vadodara,Furniture,Chairs,Chairs Model 3,7000,4,0.1,25200.0,2265.09
ORD00037,2025-03-07,CUST0039,Customer 100,Maharashtra,Nashik,Technology,Laptops,Laptops Model 2,55000,6,0.15,280500.0,20848.65
ORD00038,2024-08-10,CUST0250,Customer 147,Uttar Pradesh,Agra,Furniture,Tables,Tables Model 2,5000,4,0.0,20000.0,2970.24
ORD00039,2025-10-25,CUST0178,Customer 163,Gujarat,Ahmedabad,Furniture,Chairs,Chairs Model 4,10000,7,0.25,52500.0,1107.84
ORD00040,2024-06-16,CUST0043,Customer 44,Rajasthan,Jaipur,Office Supplies,Pens,Pens Model 1,350,3,0.2,840.0,111.85
ORD00041,2025-08-24,CUST0115,Customer 105,Maharashtra,Nashik,Technology,Mobiles,Mobiles Model 1,25000,2,0.15,42500.0,3922.62
ORD00042,2025-12-29,CUST0277,Customer 249,Delhi,New Delhi,Office Supplies,Binders,Binders Model 1,550,5,0.0,2750.0,571.11
ORD00043,2025-10-25,CUST0151,Customer 190,Gujarat,Ahmedabad,Office Supplies,Storage,Storage Model 3,800,3,0.1,2160.0,425.39
ORD00044,2024-03-02,CUST0084,Customer 217,Gujarat,Ahmedabad,Office Supplies,Pens,Pens Model 1,200,1,0.1,180.0,27.04
ORD00045,2025-01-18,CUST0052,Customer 144,Maharashtra,Nagpur,Technology,Printers,Printers Model 4,7000,1,0.2,5600.0,446.89
ORD00046,2024-05-30,CUST0144,Customer 57,Delhi,New Delhi,Technology,Laptops,Laptops Model 4,70000,5,0.15,297500.0,28080.09
ORD00047,2025-10-19,CUST0239,Customer 76,Uttar Pradesh,Agra,Furniture,Bookcases,Bookcases Model 2,9500,2,0.1,17100.0,1492.36
ORD00048,2024-06-18,CUST0283,Customer 122,Rajasthan,Jodhpur,Furniture,Chairs,Chairs Model 2,7000,6,0.15,35700.0,3127.15
ORD00049,2025-03-20,CUST0182,Customer 167,Uttar Pradesh,Agra,Technology,Accessories,Accessories Model 4,3000,5,0.1,13500.0,1445.03
ORD00050,2024-08-07,CUST0126,Customer 58,Delhi,New Delhi,Office Supplies,Pens,Pens Model 2,200,5,0.0,1000.0,214.66
ORD00051,2025-01-03,CUST0117,Customer 134,West Bengal,Durgapur,Technology,Laptops,Laptops Model 3,45000,3,0.1,121500.0,14857.14
ORD00052,2024-08-16,CUST0164,Customer 227,West Bengal,Kolkata,Office Supplies,Paper,Paper Model 3,200,6,0.25,900.0,83.29
ORD00053,2025-10-17,CUST0012,Customer 224,Rajasthan,Jaipur,Furniture,Chairs,Chairs Model 1,4500,7,0.1,28350.0,3544.04
ORD00054,2025-10-09,CUST0186,Customer 178,Uttar Pradesh,Prayagraj,Technology,Laptops,Laptops Model 4,55000,4,0.15,187000.0,26722.71
ORD00055,2025-07-11,CUST0035,Customer 253,Maharashtra,Mumbai,Office Supplies,Storage,Storage Model 3,1500,7,0.1,9450.0,1783.79
ORD00056,2024-08-29,CUST0251,Customer 5,Tamil Nadu,Chennai,Office Supplies,Pens,Pens Model 1,100,2,0.25,150.0,10.21
ORD00057,2025-11-19,CUST0098,Customer 105,Uttar Pradesh,Lucknow,Office Supplies,Binders,Binders Model 4,550,1,0.1,495.0,74.05
ORD00058,2025-10-06,CUST0259,Customer 23,Delhi,New Delhi,Technology,Printers,Printers Model 3,11000,4,0.2,35200.0,3727.84
ORD00059,2025-03-21,CUST0288,Customer 34,West Bengal,Kolkata,Office Supplies,Pens,Pens Model 1,50,6,0.05,285.0,48.82
ORD00060,2024-11-01,CUST0268,Customer 54,Maharashtra,Nashik,Technology,Mobiles,Mobiles Model 2,18000,6,0.2,86400.0,4025.71
ORD00061,2025-07-31,CUST0075,Customer 103,Tamil Nadu,Coimbatore,Office Supplies,Paper,Paper Model 1,800,7,0.0,5600.0,1322.35
ORD00062,2025-03-10,CUST0249,Customer 166,Uttar Pradesh,Prayagraj,Office Supplies,Binders,Binders Model 2,300,6,0.1,1620.0,322.73
ORD00063,2025-02-04,CUST0273,Customer 69,Delhi,New Delhi,Office Supplies,Binders,Binders Model 3,300,3,0.15,765.0,101.46
ORD00064,2025-10-24,CUST0183,Customer 95,Tamil Nadu,Chennai,Technology,Mobiles,Mobiles Model 3,25000,3,0.0,75000.0,16161.89
ORD00065,2024-03-01,CUST0122,Customer 51,Delhi,New Delhi,Office Supplies,Storage,Storage Model 4,5000,1,0.2,4000.0,645.51
ORD00066,2025-10-06,CUST0233,Customer 12,Uttar Pradesh,Agra,Technology,Mobiles,Mobiles Model 1,18000,5,0.1,81000.0,9478.3
ORD00067,2024-02-25,CUST0107,Customer 48,Maharashtra,Pune,Technology,Mobiles,Mobiles Model 1,25000,1,0.0,25000.0,5727.66
ORD00068,2024-10-29,CUST0127,Customer 56,Uttar Pradesh,Varanasi,Office Supplies,Storage,Storage Model 1,3000,5,0.25,11250.0,872.66
ORD00069,2024-12-28,CUST0239,Customer 274,Delhi,New Delhi,Furniture,Bookcases,Bookcases Model 2,14000,2,0.15,23800.0,1949.55
ORD00070,2025-12-14,CUST0039,Customer 273,Delhi,New Delhi,Furniture,Bookcases,Bookcases Model 4,4000,7,0.1,25200.0,2590.09
ORD00071,2024-05-25,CUST0111,Customer 228,Maharashtra,Pune,Furniture,Chairs,Chairs Model 1,2500,4,0.1,9000.0,1157.2
ORD00072,2025-09-04,CUST0006,Customer 180,Gujarat,Surat,Furniture,Office Furniture,Office Furniture Model 1,30000,3,0.1,81000.0,5046.99
ORD00073,2024-12-15,CUST0095,Customer 152,Rajasthan,Jodhpur,Technology,Accessories,Accessories Model 1,1000,5,0.25,3750.0,140.04
ORD00074,2024-01-06,CUST0220,Customer 75,Karnataka,Bengaluru,Technology,Accessories,Accessories Model 4,500,4,0.25,1500.0,-21.67
ORD00075,2024-01-26,CUST0173,Customer 300,Karnataka,Mysuru,Office Supplies,Binders,Binders Model 4,300,3,0.2,720.0,84.35
ORD00076,2025-07-12,CUST0001,Customer 90,Maharashtra,Pune,Technology,Accessories,Accessories Model 4,500,4,0.05,1900.0,374.45
ORD00077,2024-01-10,CUST0261,Customer 138,West Bengal,Durgapur,Furniture,Bookcases,Bookcases Model 3,14000,5,0.1,63000.0,5751.03
ORD00078,2025-07-03,CUST0094,Customer 95,Tamil Nadu,Chennai,Office Supplies,Storage,Storage Model 1,3000,5,0.0,15000.0,3147.2
ORD00079,2024-12-14,CUST0267,Customer 229,Tamil Nadu,Coimbatore,Office Supplies,Binders,Binders Model 2,150,3,0.25,337.5,31.96
ORD00080,2025-07-27,CUST0132,Customer 89,Maharashtra,Pune,Office Supplies,Paper,Paper Model 1,500,3,0.15,1275.0,225.68
ORD00081,2025-07-28,CUST0143,Customer 153,Karnataka,Bengaluru,Office Supplies,Storage,Storage Model 3,5000,6,0.2,24000.0,3064.75
ORD00082,2024-07-16,CUST0134,Customer 67,Maharashtra,Nagpur,Furniture,Tables,Tables Model 1,18000,3,0.1,48600.0,7300.27
ORD00083,2025-07-03,CUST0097,Customer 289,Rajasthan,Jodhpur,Technology,Accessories,Accessories Model 3,500,1,0.1,450.0,58.3
ORD00084,2024-06-07,CUST0228,Customer 216,Uttar Pradesh,Varanasi,Office Supplies,Pens,Pens Model 2,50,6,0.2,240.0,27.89
ORD00085,2024-10-18,CUST0282,Customer 299,Gujarat,Vadodara,Office Supplies,Paper,Paper Model 1,500,4,0.15,1700.0,270.71
ORD00086,2024-10-28,CUST0218,Customer 141,Gujarat,Vadodara,Office Supplies,Storage,Storage Model 2,1500,7,0.1,9450.0,1879.52
ORD00087,2024-05-06,CUST0106,Customer 92,Uttar Pradesh,Varanasi,Furniture,Bookcases,Bookcases Model 4,14000,3,0.25,31500.0,1797.2
ORD00088,2025-02-10,CUST0257,Customer 101,Maharashtra,Mumbai,Furniture,Chairs,Chairs Model 2,10000,1,0.25,7500.0,204.43
ORD00089,2025-03-06,CUST0137,Customer 202,Tamil Nadu,Coimbatore,Technology,Accessories,Accessories Model 1,500,7,0.05,3325.0,551.76
ORD00090,2025-01-20,CUST0210,Customer 17,West Bengal,Kolkata,Furniture,Bookcases,Bookcases Model 3,14000,1,0.2,11200.0,67.56
ORD00091,2024-06-25,CUST0285,Customer 63,Gujarat,Vadodara,Furniture,Bookcases,Bookcases Model 2,14000,1,0.1,12600.0,1450.4
ORD00092,2025-11-19,CUST0148,Customer 118,Maharashtra,Pune,Technology,Laptops,Laptops Model 1,70000,1,0.25,52500.0,2024.91
ORD00093,2024-11-13,CUST0032,Customer 158,Karnataka,Bengaluru,Office Supplies,Paper,Paper Model 3,200,5,0.1,900.0,178.87
ORD00094,2025-01-05,CUST0175,Customer 194,Uttar Pradesh,Agra,Furniture,Office Furniture,Office Furniture Model 4,20000,2,0.05,38000.0,4341.86
ORD00095,2024-06-10,CUST0087,Customer 55,Gujarat,Ahmedabad,Furniture,Tables,Tables Model 3,12000,4,0.05,45600.0,3981.44
ORD00096,2025-03-18,CUST0255,Customer 54,Uttar Pradesh,Varanasi,Office Supplies,Storage,Storage Model 1,800,7,0.05,5320.0,920.65
ORD00097,2025-05-05,CUST0165,Customer 182,Maharashtra,Mumbai,Technology,Laptops,Laptops Model 4,70000,2,0.2,112000.0,7876.4
ORD00098,2024-03-25,CUST0147,Customer 112,Maharashtra,Nagpur,Technology,Mobiles,Mobiles Model 3,18000,7,0.15,107100.0,10607.1
ORD00099,2025-12-07,CUST0119,Customer 20,Uttar Pradesh,Prayagraj,Furniture,Tables,Tables Model 2,5000,7,0.15,29750.0,2755.67
ORD00100,2025-05-20,CUST0280,Customer 81,Rajasthan,Jodhpur,Office Supplies,Paper,Paper Model 2,200,4,0.05,760.0,136.66
ORD00101,2024-08-24,CUST0281,Customer 201,Karnataka,Mysuru,Office Supplies,Pens,Pens Model 4,350,1,0.1,315.0,65.37
ORD00102,2024-03-15,CUST0146,Customer 128,Uttar Pradesh,Kanpur,Furniture,Tables,Tables Model 2,5000,5,0.15,21250.0,1480.97
ORD00103,2024-12-07,CUST0027,Customer 287,Uttar Pradesh,Prayagraj,Furniture,Tables,Tables Model 1,5000,1,0.1,4500.0,364.35
ORD00104,2025-02-04,CUST0190,Customer 122,Karnataka,Mysuru,Technology,Laptops,Laptops Model 1,45000,7,0.1,283500.0,37664.42
ORD00105,2025-11-06,CUST0113,Customer 187,Delhi,New Delhi,Furniture,Tables,Tables Model 3,5000,3,0.0,15000.0,2165.62
ORD00106,2024-11-07,CUST0289,Customer 250,Maharashtra,Nagpur,Office Supplies,Pens,Pens Model 3,350,6,0.0,2100.0,525.4
ORD00107,2025-03-25,CUST0073,Customer 201,Uttar Pradesh,Prayagraj,Technology,Printers,Printers Model 3,7000,6,0.25,31500.0,1633.74
ORD00108,2024-05-10,CUST0229,Customer 108,Maharashtra,Mumbai,Furniture,Bookcases,Bookcases Model 4,6500,1,0.05,6175.0,594.52
ORD00109,2024-01-12,CUST0080,Customer 216,Rajasthan,Jodhpur,Technology,Printers,Printers Model 3,7000,4,0.2,22400.0,1689.8
ORD00110,2025-04-10,CUST0089,Customer 268,West Bengal,Kolkata,Office Supplies,Pens,Pens Model 1,100,6,0.25,450.0,59.02
ORD00111,2024-11-30,CUST0117,Customer 7,Maharashtra,Pune,Technology,Mobiles,Mobiles Model 3,35000,2,0.1,63000.0,4799.83
ORD00112,2025-01-06,CUST0103,Customer 273,Maharashtra,Nashik,Technology,Accessories,Accessories Model 3,500,2,0.15,850.0,76.94
ORD00113,2024-02-08,CUST0015,Customer 4,Rajasthan,Udaipur,Furniture,Chairs,Chairs Model 2,7000,5,0.1,31500.0,1354.49
ORD00114,2025-03-25,CUST0227,Customer 170,West Bengal,Kolkata,Office Supplies,Paper,Paper Model 4,200,2,0.2,320.0,24.93
ORD00115,2024-08-26,CUST0266,Customer 65,Tamil Nadu,Chennai,Office Supplies,Paper,Paper Model 2,800,3,0.0,2400.0,683.86
ORD00116,2024-10-19,CUST0153,Customer 193,Maharashtra,Nagpur,Furniture,Office Furniture,Office Furniture Model 2,13000,4,0.15,44200.0,2264.84
ORD00117,2025-03-15,CUST0011,Customer 62,Karnataka,Bengaluru,Furniture,Chairs,Chairs Model 1,10000,4,0.05,38000.0,4497.56
ORD00118,2024-11-05,CUST0243,Customer 107,Gujarat,Ahmedabad,Office Supplies,Storage,Storage Model 3,5000,4,0.2,16000.0,1429.77
ORD00119,2025-06-04,CUST0099,Customer 20,Uttar Pradesh,Varanasi,Technology,Mobiles,Mobiles Model 3,35000,6,0.2,168000.0,6513.46
ORD00120,2024-01-03,CUST0160,Customer 227,Tamil Nadu,Chennai,Technology,Accessories,Accessories Model 2,1000,6,0.25,4500.0,255.54
ORD00121,2025-09-26,CUST0029,Customer 137,Maharashtra,Nashik,Office Supplies,Paper,Paper Model 1,800,6,0.2,3840.0,206.82
ORD00122,2024-08-13,CUST0124,Customer 38,Uttar Pradesh,Varanasi,Office Supplies,Paper,Paper Model 3,800,1,0.1,720.0,102.99
ORD00123,2024-11-18,CUST0056,Customer 40,Maharashtra,Mumbai,Technology,Mobiles,Mobiles Model 2,12000,4,0.0,48000.0,9728.99
ORD00124,2024-04-01,CUST0059,Customer 59,Rajasthan,Udaipur,Office Supplies,Paper,Paper Model 2,800,3,0.2,1920.0,212.92
ORD00125,2025-07-10,CUST0249,Customer 31,Uttar Pradesh,Agra,Office Supplies,Paper,Paper Model 1,350,4,0.15,1190.0,144.31
ORD00126,2024-09-14,CUST0206,Customer 77,Karnataka,Mysuru,Office Supplies,Paper,Paper Model 2,500,7,0.0,3500.0,812.05
ORD00127,2025-03-23,CUST0163,Customer 74,Gujarat,Vadodara,Technology,Laptops,Laptops Model 2,70000,1,0.1,63000.0,7429.1
ORD00128,2024-10-04,CUST0196,Customer 242,Delhi,New Delhi,Office Supplies,Storage,Storage Model 4,3000,6,0.15,15300.0,1766.37
ORD00129,2024-11-01,CUST0270,Customer 192,Tamil Nadu,Coimbatore,Office Supplies,Binders,Binders Model 1,300,6,0.05,1710.0,308.65
ORD00130,2025-10-07,CUST0079,Customer 58,Rajasthan,Udaipur,Technology,Laptops,Laptops Model 4,70000,5,0.0,350000.0,64118.27
ORD00131,2024-06-05,CUST0075,Customer 288,Uttar Pradesh,Varanasi,Technology,Laptops,Laptops Model 4,45000,3,0.1,121500.0,16524.04
ORD00132,2025-08-26,CUST0021,Customer 84,Uttar Pradesh,Prayagraj,Office Supplies,Pens,Pens Model 3,50,6,0.05,285.0,51.29
ORD00133,2025-06-07,CUST0274,Customer 271,Delhi,New Delhi,Technology,Accessories,Accessories Model 3,500,2,0.2,800.0,41.78
ORD00134,2025-06-03,CUST0079,Customer 27,Delhi,New Delhi,Furniture,Office Furniture,Office Furniture Model 2,8000,1,0.0,8000.0,1066.18
ORD00135,2025-06-04,CUST0166,Customer 214,Karnataka,Mysuru,Technology,Laptops,Laptops Model 4,85000,5,0.2,340000.0,37723.96
ORD00136,2024-09-30,CUST0095,Customer 166,Gujarat,Ahmedabad,Furniture,Office Furniture,Office Furniture Model 3,30000,5,0.0,150000.0,28128.9
ORD00137,2024-02-15,CUST0160,Customer 80,Maharashtra,Mumbai,Office Supplies,Storage,Storage Model 2,800,3,0.1,2160.0,342.18
ORD00138,2024-01-02,CUST0225,Customer 289,Delhi,New Delhi,Technology,Laptops,Laptops Model 2,85000,2,0.05,161500.0,23000.47
ORD00139,2024-05-22,CUST0106,Customer 123,Karnataka,Mysuru,Technology,Printers,Printers Model 2,11000,7,0.0,77000.0,17320.55
ORD00140,2025-11-20,CUST0084,Customer 111,Uttar Pradesh,Lucknow,Technology,Printers,Printers Model 1,11000,4,0.2,35200.0,3027.94
ORD00141,2025-11-30,CUST0014,Customer 12,West Bengal,Kolkata,Office Supplies,Storage,Storage Model 4,1500,2,0.15,2550.0,313.67
ORD00142,2025-11-15,CUST0221,Customer 119,Maharashtra,Mumbai,Furniture,Bookcases,Bookcases Model 2,9500,7,0.1,59850.0,5649.68
ORD00143,2024-02-28,CUST0131,Customer 202,Delhi,New Delhi,Technology,Printers,Printers Model 2,11000,2,0.15,18700.0,2059.8
ORD00144,2025-12-25,CUST0159,Customer 24,Delhi,New Delhi,Technology,Mobiles,Mobiles Model 3,25000,1,0.2,20000.0,401.29
ORD00145,2025-02-23,CUST0250,Customer 117,Delhi,New Delhi,Technology,Printers,Printers Model 2,22000,4,0.0,88000.0,16333.79
ORD00146,2025-01-05,CUST0186,Customer 246,Delhi,New Delhi,Furniture,Bookcases,Bookcases Model 2,14000,6,0.15,71400.0,6688.57
ORD00147,2025-08-21,CUST0298,Customer 14,Maharashtra,Nagpur,Furniture,Office Furniture,Office Furniture Model 1,20000,1,0.0,20000.0,3247.02
ORD00148,2025-01-15,CUST0111,Customer 14,Tamil Nadu,Chennai,Furniture,Tables,Tables Model 1,5000,6,0.0,30000.0,4695.51
ORD00149,2024-09-17,CUST0164,Customer 287,Gujarat,Ahmedabad,Office Supplies,Pens,Pens Model 2,50,3,0.05,142.5,31.16
ORD00150,2024-12-26,CUST0257,Customer 133,Maharashtra,Nagpur,Furniture,Office Furniture,Office Furniture Model 2,8000,2,0.15,13600.0,817.61
ORD00151,2024-07-22,CUST0165,Customer 120,Maharashtra,Nagpur,Office Supplies,Paper,Paper Model 4,350,4,0.1,1260.0,156.34
ORD00152,2024-11-29,CUST0130,Customer 293,West Bengal,Durgapur,Office Supplies,Binders,Binders Model 4,550,5,0.0,2750.0,687.89
ORD00153,2024-01-12,CUST0276,Customer 181,Tamil Nadu,Chennai,Furniture,Bookcases,Bookcases Model 2,4000,5,0.0,20000.0,3095.47
ORD00154,2024-02-08,CUST0223,Customer 184,Delhi,New Delhi,Office Supplies,Binders,Binders Model 2,150,2,0.25,225.0,13.53
ORD00155,2025-01-09,CUST0008,Customer 129,Gujarat,Surat,Technology,Mobiles,Mobiles Model 4,25000,6,0.05,142500.0,18387.96
ORD00156,2024-11-06,CUST0119,Customer 218,West Bengal,Kolkata,Furniture,Chairs,Chairs Model 3,4500,7,0.15,26775.0,2238.57
ORD00157,2024-05-26,CUST0287,Customer 142,Maharashtra,Pune,Furniture,Chairs,Chairs Model 2,10000,7,0.1,63000.0,7726.2
ORD00158,2025-07-28,CUST0073,Customer 161,Delhi,New Delhi,Office Supplies,Binders,Binders Model 2,900,2,0.25,1350.0,151.44
ORD00159,2025-05-08,CUST0132,Customer 102,Delhi,New Delhi,Office Supplies,Paper,Paper Model 1,200,7,0.15,1190.0,156.36
ORD00160,2025-10-02,CUST0089,Customer 213,Delhi,New Delhi,Office Supplies,Paper,Paper Model 1,500,3,0.2,1200.0,160.92
ORD00161,2024-10-17,CUST0102,Customer 267,Maharashtra,Nashik,Furniture,Bookcases,Bookcases Model 1,9500,4,0.1,34200.0,4158.35
ORD00162,2024-11-23,CUST0117,Customer 221,Gujarat,Surat,Furniture,Tables,Tables Model 2,5000,3,0.1,13500.0,2040.57
ORD00163,2025-05-12,CUST0021,Customer 107,Maharashtra,Nashik,Technology,Printers,Printers Model 1,16000,4,0.1,57600.0,8672.31
ORD00164,2024-05-20,CUST0275,Customer 290,Uttar Pradesh,Agra,Office Supplies,Paper,Paper Model 4,500,3,0.0,1500.0,248.04
ORD00165,2025-02-23,CUST0158,Customer 146,Uttar Pradesh,Prayagraj,Technology,Printers,Printers Model 2,16000,5,0.2,64000.0,1420.63
ORD00166,2024-04-17,CUST0074,Customer 39,Delhi,New Delhi,Office Supplies,Binders,Binders Model 1,300,3,0.0,900.0,206.93
ORD00167,2025-01-19,CUST0172,Customer 173,Gujarat,Vadodara,Technology,Laptops,Laptops Model 2,45000,2,0.2,72000.0,3559.28
ORD00168,2024-01-26,CUST0009,Customer 271,Rajasthan,Udaipur,Technology,Mobiles,Mobiles Model 2,12000,6,0.1,64800.0,7856.45
ORD00169,2025-06-14,CUST0100,Customer 60,Gujarat,Surat,Furniture,Tables,Tables Model 4,18000,1,0.05,17100.0,1787.63
ORD00170,2025-11-17,CUST0049,Customer 108,Rajasthan,Jaipur,Technology,Printers,Printers Model 2,7000,7,0.1,44100.0,6499.15
ORD00171,2025-08-12,CUST0077,Customer 254,Karnataka,Bengaluru,Furniture,Tables,Tables Model 4,5000,7,0.05,33250.0,4537.58
ORD00172,2025-04-03,CUST0280,Customer 188,Uttar Pradesh,Kanpur,Furniture,Tables,Tables Model 3,8000,6,0.1,43200.0,2818.86
ORD00173,2024-03-10,CUST0196,Customer 269,West Bengal,Durgapur,Office Supplies,Binders,Binders Model 4,550,5,0.0,2750.0,565.01
ORD00174,2025-12-12,CUST0050,Customer 67,Gujarat,Surat,Office Supplies,Storage,Storage Model 3,5000,5,0.05,23750.0,3969.36
ORD00175,2025-10-23,CUST0300,Customer 36,Gujarat,Ahmedabad,Furniture,Tables,Tables Model 2,8000,7,0.1,50400.0,2329.59
ORD00176,2025-09-24,CUST0055,Customer 12,Tamil Nadu,Chennai,Office Supplies,Paper,Paper Model 3,800,2,0.0,1600.0,326.84
ORD00177,2024-11-16,CUST0121,Customer 286,Maharashtra,Nashik,Office Supplies,Pens,Pens Model 4,100,5,0.0,500.0,120.82
ORD00178,2025-04-04,CUST0038,Customer 226,Gujarat,Surat,Technology,Printers,Printers Model 3,22000,1,0.15,18700.0,2180.46
ORD00179,2024-06-28,CUST0190,Customer 154,Uttar Pradesh,Prayagraj,Technology,Mobiles,Mobiles Model 1,18000,1,0.0,18000.0,3279.23
ORD00180,2024-08-31,CUST0012,Customer 239,Gujarat,Vadodara,Technology,Mobiles,Mobiles Model 3,25000,6,0.1,135000.0,19264.8
ORD00181,2025-06-09,CUST0073,Customer 163,Delhi,New Delhi,Furniture,Chairs,Chairs Model 3,4500,2,0.2,7200.0,390.32
ORD00182,2024-09-09,CUST0289,Customer 164,Uttar Pradesh,Varanasi,Technology,Mobiles,Mobiles Model 4,18000,2,0.2,28800.0,2447.71
ORD00183,2024-04-26,CUST0025,Customer 79,Gujarat,Ahmedabad,Furniture,Tables,Tables Model 2,5000,4,0.1,18000.0,1230.7
ORD00184,2025-06-15,CUST0146,Customer 160,Tamil Nadu,Coimbatore,Office Supplies,Storage,Storage Model 4,5000,5,0.25,18750.0,1403.8
ORD00185,2025-01-16,CUST0267,Customer 178,Maharashtra,Pune,Furniture,Bookcases,Bookcases Model 3,9500,3,0.1,25650.0,2075.98
